content,time,gender,user_level,score
作为动画电影真的不错，小哪吒的小脾气小台词真的很棒。虽然没有那么感动但是情感还是能引起观众的波动。确实不错👍👍👍,15705047400,0,2,7
挺好看的，不错,15705046800,1,1,10
还可以吧哈哈哈哈,15705046800,1,2,10
好看，很喜剧！,15705046200,0,3,10
国产动画崛起,15705045000,1,2,10
可以的，国漫加油,15705044400,0,2,10
好看，好看，好看😊,15705042600,1,3,9
非常的好看，希望还有更多的好作品给我们观众谢谢啦！加油！,15705041400,2,3,10
真的超级好看,15705040200,2,2,10
好看 推荐去看一下哈,15705037800,0,3,8
挺好的…………,15705036000,0,2,10
很好看啊，期待第二部,15705032400,0,2,10
超级搞笑也很好看,15705031800,2,4,10
我爱哪吒！！爱敖丙！！这两个人的互动太有爱了！还有李靖和夫人真是中国好爹妈！,15705031800,2,3,10
没那么好看…,15705030000,1,2,8
总体还不错！,15705027000,2,2,8
特效炸裂，很帅啊，,15705024600,0,2,9
好好好李金铭哦你明明,15705020400,1,1,10
超级好看，哭的稀里哗啦,15705015600,2,4,10
童年的回忆。风格又不一样 喜欢这样的哪吒,15705015000,2,2,10
吒儿，你太帅了,15705013800,0,4,10
特别的好看，很震撼。,15705013200,2,1,10
感觉能体会到哪吒的那种心理，人物刻画的特别深刻，活灵活现，有一种特别心酸❤️的感觉，人生难得一知己，得一知己足矣。💕,15705012600,0,2,10
看了两遍。又搞笑。又感人,15705011400,2,3,10
好看，小孩子喜欢,15705007200,0,1,9
哪吒又可爱又帅😋,15705005400,1,3,10
超级棒啊吒儿,15705001200,2,2,10
感觉不错第一次看动画片电影,15705000600,1,3,9
这个影评写的时间相隔的比较久远了 我都快忘记剧情了 很感人 关于父爱和母爱 哭的不行 关于友情 也哭的不行 最让我动容的地方是哪吒禁锢的力量不能完全打开 他要保留一部分人性的时候 哭炸了,15704996400,2,3,10
超级无敌好    给我看哭了,15704996400,2,1,10
二刷哪吒，爽,15704995800,2,3,9
好看，小孩也喜欢看,15704994000,2,1,10
还不下线？上映3个月？**，无情啊,15704991600,1,3,1
剧情很好看，哪吒的人物形象、性格塑造的特别丰满，有点颠覆传统印象，但还是闪闪惹人爱,15704989200,2,2,10
不错的一部电影 娃娃看的很开心,15704987400,1,3,9
中国动漫崛起,15704985000,0,1,9
一个人去看的，很好看，满意！确实不错！,15704982600,0,3,10
推荐。。。。,15704982000,0,2,9
还是不错的，只是觉得结局不够完美，应该把哪吒变好后，百姓对他的看法和态度演绎给观众看看，哪吒变好后百姓对他的看法和哪吒的心里表现很重要，还是很不错的，充满了正能量,15704976600,2,1,8
一般吧，也不是很燃,15704973600,1,4,7
不错！我国动画电影的发展快,15704963400,1,4,10
好看，值得观看！,15704959800,2,2,10
还好吧，没有宣传的那么夸张好看,15704952600,0,3,8
非常好看棒棒棒,15704952000,2,2,10
国产动漫里的佼佼者，画面感超好,15704950200,0,3,10
挺好看的，，,15704940600,2,3,10
不错的一部国产动漫！,15704937600,0,1,9
好看啊孩子爱看,15704936400,2,1,10
不错，值得一看,15704932800,0,2,10
还可以吧！！,15704905200,2,1,8
哪吒 10分 不用多说 好片自在人心,15704892000,1,2,10
哈哈哈哈哈哈哈哈老赖路透中文网可口可乐了看看找我,15704888400,1,2,10
好看，内容不错,15704887800,0,1,10
很好看不错，下次再来,15704874000,0,4,10
好看，制作精美，小孩子也喜欢看,15704862600,2,1,10
大人小孩看得很高兴,15704812200,1,1,10
带家人去看的，感觉挺不错的，适合跟家里人一起看。,15704788200,0,2,9
好看 没带小朋友一起,15704725200,1,3,9
奋不顾身去保护很重要的人到最后只有魂飞魄散也没有关系,15704721600,2,4,10
意味深长，我命由我不由天,15704720400,0,3,10
国漫崛起！！,15704685600,0,2,10
喜欢，效果也很好，支持,15704685000,2,3,10
不错不错不错,15704679000,1,4,10
还是挺有趣的一部片子，国产动画片中记得起来的除了宝莲灯，再就是这部看的特别印象深刻了。哪吒的形象颠覆了之前所有的印象，有点奇怪，但是很有新意！有许多搞笑的经典台词，值得一看。,15704677200,2,1,10
挺好看的，很好看,15704646000,0,2,10
好看的哪吒。。,15704646000,1,2,10
超级棒，真震撼,15704635200,2,2,10
国漫崛起！！！,15704634600,0,3,10
陪儿子看的，他很喜欢看,15704631000,2,3,9
好看，真心不错！！,15704622600,0,2,10
两次观看，非常不错！,15704616600,0,3,10
